SEASON,HOME_TEAM,AWAY_TEAM,HT_SCORE,AW_SCORE,Goles Totales
2020,Stade Rennes,Chelsea FC,1,2,3
2020,FK Krasnodar,Sevilla FC,1,2,3
2020,FK Krasnodar,Stade Rennes,1,0,1
2020,Sevilla FC,Chelsea FC,0,4,4
2020,Chelsea FC,FK Krasnodar,1,1,2
2020,Stade Rennes,Sevilla FC,1,3,4
2020,Zenit St. Petersburg,Club Brugge KV,1,2,3
2020,Lazio Roma,Borussia Dortmund,3,1,4
2020,Borussia Dortmund,Zenit St. Petersburg,2,0,2
2020,Club Brugge KV,Lazio Roma,1,1,2
2020,Zenit St. Petersburg,Lazio Roma,1,1,2
2020,Club Brugge KV,Borussia Dortmund,0,3,3
2020,Borussia Dortmund,Club Brugge KV,3,0,3
2020,Lazio Roma,Zenit St. Petersburg,3,1,4
2020,Borussia Dortmund,Lazio Roma,1,1,2
2020,Club Brugge KV,Zenit St. Petersburg,3,0,3
2020,Zenit St. Petersburg,Borussia Dortmund,1,2,3
2020,Lazio Roma,Club Brugge KV,2,2,4
2020,Dinamo Kiev,Juventus,0,2,2
2020,FC Barcelona,Ferencvárosi TC,5,1,6
2020,Ferencvárosi TC,Dinamo Kiev,2,2,4
2020,Juventus,FC Barcelona,0,2,2
2020,FC Barcelona,Dinamo Kiev,2,1,3
2020,Ferencvárosi TC,Juventus,1,4,5
2020,Dinamo Kiev,FC Barcelona,0,4,4
2020,Juventus,Ferencvárosi TC,2,1,3
2020,Juventus,Dinamo Kiev,3,0,3
2020,Ferencvárosi TC,FC Barcelona,0,3,3
2020,Dinamo Kiev,Ferencvárosi TC,1,0,1
2020,FC Barcelona,Juventus,0,3,3
2020,RB Leipzig,?stanbul Ba?ak?ehir,2,0,2
2020,Paris Saint-Germain,Manchester United,1,2,3
2020,?stanbul Ba?ak?ehir,Paris Saint-Germain,0,2,2
2020,Manchester United,RB Leipzig,5,0,5
2020,?stanbul Ba?ak?ehir,Manchester United,2,1,3
2020,RB Leipzig,Paris Saint-Germain,2,1,3
2020,Manchester United,?stanbul Ba?ak?ehir,4,1,5
2020,Paris Saint-Germain,RB Leipzig,1,0,1
2020,?stanbul Ba?ak?ehir,RB Leipzig,3,4,7
2020,Manchester United,Paris Saint-Germain,1,3,4
2020,RB Leipzig,Manchester United,3,2,5
2020,Paris Saint-Germain,?stanbul Ba?ak?ehir,5,1,6
2020,RB Leipzig,Liverpool FC,0,2,2
2020,FC Barcelona,Paris Saint-Germain,1,4,5
2020,FC Porto,Juventus,2,1,3
2020,Sevilla FC,Borussia Dortmund,2,3,5
2020,Lazio Roma,Bayern München,1,4,5
2020,Atlético Madrid,Chelsea FC,0,1,1
2020,Bor. Mönchengladbach,Manchester City,0,2,2
2020,Atalanta,Real Madrid,0,1,1
2020,Juventus,FC Porto,3,2,5
2020,Borussia Dortmund,Sevilla FC,2,2,4
2020,Liverpool FC,RB Leipzig,2,0,2
2020,Paris Saint-Germain,FC Barcelona,1,1,2
2020,Manchester City,Bor. Mönchengladbach,2,0,2
2020,Real Madrid,Atalanta,3,1,4
2020,Bayern München,Lazio Roma,2,1,3
2020,Chelsea FC,Atlético Madrid,2,0,2
2020,Manchester City,Borussia Dortmund,2,1,3
2020,Real Madrid,Liverpool FC,3,1,4
2020,FC Porto,Chelsea FC,0,2,2
2020,Bayern München,Paris Saint-Germain,2,3,5
2020,Chelsea FC,FC Porto,0,1,1
2020,Paris Saint-Germain,Bayern München,0,1,1
2020,Borussia Dortmund,Manchester City,1,2,3
2020,Liverpool FC,Real Madrid,0,0,0
2020,Real Madrid,Chelsea FC,1,1,2
2020,Paris Saint-Germain,Manchester City,1,2,3
2020,Manchester City,Paris Saint-Germain,2,0,2
2020,Chelsea FC,Real Madrid,2,0,2
2020,Manchester City,Chelsea FC,0,1,1
2021,Manchester City,RB Leipzig,6,3,9
2021,Club Brugge KV,Paris Saint-Germain,1,1,2
2021,Paris Saint-Germain,Manchester City,2,0,2
2021,RB Leipzig,Club Brugge KV,1,2,3
2021,Club Brugge KV,Manchester City,1,5,6
2021,Paris Saint-Germain,RB Leipzig,3,2,5
2021,RB Leipzig,Paris Saint-Germain,2,2,4
2021,Manchester City,Club Brugge KV,4,1,5
2021,Manchester City,Paris Saint-Germain,2,1,3
2021,Club Brugge KV,RB Leipzig,0,5,5
2021,RB Leipzig,Manchester City,2,1,3
2021,Paris Saint-Germain,Club Brugge KV,4,1,5
2021,Atlético Madrid,FC Porto,0,0,0
2021,Liverpool FC,AC Milan,3,2,5
2021,FC Porto,Liverpool FC,1,5,6
2021,AC Milan,Atlético Madrid,1,2,3
2021,Atlético Madrid,Liverpool FC,2,3,5
2021,FC Porto,AC Milan,1,0,1
2021,AC Milan,FC Porto,1,1,2
2021,Liverpool FC,Atlético Madrid,2,0,2
2021,Liverpool FC,FC Porto,2,0,2
2021,Atlético Madrid,AC Milan,0,1,1
2021,FC Porto,Atlético Madrid,1,3,4
2021,AC Milan,Liverpool FC,1,2,3
2021,Be?ikta?,Borussia Dortmund,1,2,3
2021,Sporting CP,AFC Ajax,1,5,6
2021,AFC Ajax,Be?ikta?,2,0,2
2021,Borussia Dortmund,Sporting CP,1,0,1
2021,Be?ikta?,Sporting CP,1,4,5
2021,AFC Ajax,Borussia Dortmund,4,0,4
2021,Borussia Dortmund,AFC Ajax,1,3,4
2021,Sporting CP,Be?ikta?,4,0,4
2021,Be?ikta?,AFC Ajax,1,2,3
2021,Sporting CP,Borussia Dortmund,3,1,4
2021,AFC Ajax,Sporting CP,4,2,6
2021,Borussia Dortmund,Be?ikta?,5,0,5
2021,FC Sheriff,Shakhtar Donetsk,2,0,2
2021,Inter,Real Madrid,0,1,1
2021,Shakhtar Donetsk,Inter,0,0,0
2021,Real Madrid,FC Sheriff,1,2,3
2021,Shakhtar Donetsk,Real Madrid,0,5,5
2021,Inter,FC Sheriff,3,1,4
2021,Real Madrid,Shakhtar Donetsk,2,1,3
2021,FC Sheriff,Inter,1,3,4
2021,Inter,Shakhtar Donetsk,2,0,2
2021,FC Sheriff,Real Madrid,0,3,3
2021,Real Madrid,Inter,2,0,2
2021,Shakhtar Donetsk,FC Sheriff,1,1,2
2021,FC Barcelona,Bayern München,0,3,3
2021,Dinamo Kiev,SL Benfica,0,0,0
2021,SL Benfica,FC Barcelona,3,0,3
2021,Bayern München,Dinamo Kiev,5,0,5
2021,FC Barcelona,Dinamo Kiev,1,0,1
2021,SL Benfica,Bayern München,0,4,4
2021,Bayern München,SL Benfica,5,2,7
2021,Dinamo Kiev,FC Barcelona,0,1,1
2021,Dinamo Kiev,Bayern München,1,2,3
2021,FC Barcelona,SL Benfica,0,0,0
2021,Bayern München,FC Barcelona,3,0,3
2021,SL Benfica,Dinamo Kiev,2,0,2
2021,BSC Young Boys,Manchester United,2,1,3
2021,Villarreal CF,Atalanta,2,2,4
2021,Atalanta,BSC Young Boys,1,0,1
2021,Manchester United,Villarreal CF,2,1,3
2021,Manchester United,Atalanta,3,2,5
2021,BSC Young Boys,Villarreal CF,1,4,5
2021,Atalanta,Manchester United,2,2,4
2021,Villarreal CF,BSC Young Boys,2,0,2
2021,Villarreal CF,Manchester United,0,2,2
2021,BSC Young Boys,Atalanta,3,3,6
2021,Manchester United,BSC Young Boys,1,1,2
2021,Atalanta,Villarreal CF,2,3,5
2021,Sevilla FC,RB Salzburg,1,1,2
2021,Lille OSC,VfL Wolfsburg,0,0,0
2021,RB Salzburg,Lille OSC,2,1,3
2021,VfL Wolfsburg,Sevilla FC,1,1,2
2021,RB Salzburg,VfL Wolfsburg,3,1,4
2021,Lille OSC,Sevilla FC,0,0,0
2021,VfL Wolfsburg,RB Salzburg,2,1,3
2021,Sevilla FC,Lille OSC,1,2,3
2021,Lille OSC,RB Salzburg,1,0,1
2021,Sevilla FC,VfL Wolfsburg,2,0,2
2021,RB Salzburg,Sevilla FC,1,0,1
2021,VfL Wolfsburg,Lille OSC,1,3,4
2021,Chelsea FC,Zenit St. Petersburg,1,0,1
2021,Malmö FF,Juventus,0,3,3
2021,Zenit St. Petersburg,Malmö FF,4,0,4
2021,Juventus,Chelsea FC,1,0,1
2021,Zenit St. Petersburg,Juventus,0,1,1
2021,Chelsea FC,Malmö FF,4,0,4
2021,Malmö FF,Chelsea FC,0,1,1
2021,Juventus,Zenit St. Petersburg,4,2,6
2021,Chelsea FC,Juventus,4,0,4
2021,Malmö FF,Zenit St. Petersburg,1,1,2
2021,Zenit St. Petersburg,Chelsea FC,3,3,6
2021,Juventus,Malmö FF,1,0,1
2021,Sporting CP,Manchester City,0,5,5
2021,Paris Saint-Germain,Real Madrid,1,0,1
2021,RB Salzburg,Bayern München,1,1,2
2021,Inter,Liverpool FC,0,2,2
2021,Chelsea FC,Lille OSC,2,0,2
2021,Villarreal CF,Juventus,1,1,2
2021,SL Benfica,AFC Ajax,2,2,4
2021,Atlético Madrid,Manchester United,1,1,2
2021,Bayern München,RB Salzburg,7,1,8
2021,Liverpool FC,Inter,0,1,1
2021,Manchester City,Sporting CP,0,0,0
2021,Real Madrid,Paris Saint-Germain,3,1,4
2021,AFC Ajax,SL Benfica,0,1,1
2021,Manchester United,Atlético Madrid,0,1,1
2021,Lille OSC,Chelsea FC,1,2,3
2021,Juventus,Villarreal CF,0,3,3
2021,Manchester City,Atlético Madrid,1,0,1
2021,SL Benfica,Liverpool FC,1,3,4
2021,Chelsea FC,Real Madrid,1,3,4
2021,Villarreal CF,Bayern München,1,0,1
2021,Real Madrid,Chelsea FC,2,3,5
2021,Bayern München,Villarreal CF,1,1,2
2021,Atlético Madrid,Manchester City,0,0,0
2021,Liverpool FC,SL Benfica,3,3,6
2021,Manchester City,Real Madrid,4,3,7
2021,Liverpool FC,Villarreal CF,2,0,2
2021,Villarreal CF,Liverpool FC,2,3,5
2021,Real Madrid,Manchester City,3,1,4
2021,Liverpool FC,Real Madrid,0,1,1
2022,Manchester City,Inter,1,0,1
2022,Manchester City,Real Madrid,4,0,4
2022,Inter,AC Milan,1,0,1
2022,AC Milan,Inter,0,2,2
2022,Real Madrid,Manchester City,1,1,2
2022,Inter,SL Benfica,3,3,6
2022,Bayern München,Manchester City,1,1,2
2022,SSC Napoli,AC Milan,1,1,2
2022,Chelsea FC,Real Madrid,0,2,2
2022,Real Madrid,Chelsea FC,2,0,2
2022,AC Milan,SSC Napoli,1,0,1
2022,Manchester City,Bayern München,3,0,3
2022,SL Benfica,Inter,0,2,2
2022,Real Madrid,Liverpool FC,1,0,1
2022,SSC Napoli,Eintracht Frankfurt,3,0,3
2022,Manchester City,RB Leipzig,7,0,7
2022,FC Porto,Inter,0,0,0
2022,Tottenham Hotspur,AC Milan,0,0,0
2022,Bayern München,Paris Saint-Germain,2,0,2
2022,Chelsea FC,Borussia Dortmund,2,0,2
2022,SL Benfica,Club Brugge KV,5,1,6
2022,Inter,FC Porto,1,0,1
2022,RB Leipzig,Manchester City,1,1,2
2022,Liverpool FC,Real Madrid,2,5,7
2022,Eintracht Frankfurt,SSC Napoli,0,2,2
2022,Borussia Dortmund,Chelsea FC,1,0,1
2022,Club Brugge KV,SL Benfica,0,2,2
2022,Paris Saint-Germain,Bayern München,0,1,1
2022,AC Milan,Tottenham Hotspur,1,0,1
2022,AC Milan,RB Salzburg,4,0,4
2022,Manchester City,Sevilla FC,3,1,4
2022,Maccabi Haifa,SL Benfica,1,6,7
2022,Juventus,Paris Saint-Germain,1,2,3
2022,FC København,Borussia Dortmund,1,1,2
2022,Chelsea FC,Dinamo Zagreb,2,1,3
2022,Real Madrid,Celtic FC,5,1,6
2022,Shakhtar Donetsk,RB Leipzig,0,4,4
2022,Liverpool FC,SSC Napoli,2,0,2
2022,Viktoria PlzeÅ,FC Barcelona,2,4,6
2022,Sporting CP,Eintracht Frankfurt,1,2,3
2022,Rangers,AFC Ajax,1,3,4
2022,Olympique Marseille,Tottenham Hotspur,1,2,3
2022,Bayern München,Inter,2,0,2
2022,FC Porto,Atlético Madrid,2,1,3
2022,Bayer Leverkusen,Club Brugge KV,0,0,0
2022,Tottenham Hotspur,Sporting CP,1,1,2
2022,SSC Napoli,Rangers,3,0,3
2022,Eintracht Frankfurt,Olympique Marseille,2,1,3
2022,FC Barcelona,Bayern München,0,3,3
2022,Atlético Madrid,Bayer Leverkusen,2,2,4
2022,AFC Ajax,Liverpool FC,0,3,3
2022,Inter,Viktoria PlzeÅ,4,0,4
2022,Club Brugge KV,FC Porto,0,4,4
2022,RB Leipzig,Real Madrid,3,2,5
2022,Paris Saint-Germain,Maccabi Haifa,7,2,9
2022,Dinamo Zagreb,AC Milan,0,4,4
2022,Celtic FC,Shakhtar Donetsk,1,1,2
2022,Borussia Dortmund,Manchester City,0,0,0
2022,SL Benfica,Juventus,4,3,7
2022,Sevilla FC,FC København,3,0,3
2022,RB Salzburg,Chelsea FC,1,2,3
2022,Sporting CP,Olympique Marseille,0,2,2
2022,Rangers,Liverpool FC,1,7,8
2022,Bayer Leverkusen,FC Porto,0,3,3
2022,FC Barcelona,Inter,3,3,6
2022,Viktoria PlzeÅ,Bayern München,2,4,6
2022,Tottenham Hotspur,Eintracht Frankfurt,3,2,5
2022,SSC Napoli,AFC Ajax,4,2,6
2022,Atlético Madrid,Club Brugge KV,0,0,0
2022,Borussia Dortmund,Sevilla FC,1,1,2
2022,Shakhtar Donetsk,Real Madrid,1,1,2
2022,Paris Saint-Germain,SL Benfica,1,1,2
2022,AC Milan,Chelsea FC,0,2,2
2022,Dinamo Zagreb,RB Salzburg,1,1,2
2022,Celtic FC,RB Leipzig,0,2,2
2022,Maccabi Haifa,Juventus,2,0,2
2022,FC København,Manchester City,0,0,0
2022,Real Madrid,Shakhtar Donetsk,2,1,3
2022,Manchester City,FC København,5,0,5
2022,Juventus,Maccabi Haifa,3,1,4
2022,Chelsea FC,AC Milan,3,0,3
2022,SL Benfica,Paris Saint-Germain,1,1,2
2022,Sevilla FC,Borussia Dortmund,1,4,5
2022,RB Leipzig,Celtic FC,3,1,4
2022,RB Salzburg,Dinamo Zagreb,1,0,1
2022,AFC Ajax,SSC Napoli,1,6,7
2022,Liverpool FC,Rangers,2,0,2
2022,Inter,FC Barcelona,1,0,1
2022,FC Porto,Bayer Leverkusen,2,0,2
2022,Eintracht Frankfurt,Tottenham Hotspur,0,0,0
2022,Club Brugge KV,Atlético Madrid,2,0,2
2022,Olympique Marseille,Sporting CP,4,1,5
2022,Bayern München,Viktoria PlzeÅ,5,0,5
2022,Real Madrid,RB Leipzig,2,0,2
2022,Manchester City,Borussia Dortmund,2,1,3
2022,Maccabi Haifa,Paris Saint-Germain,1,3,4
2022,Juventus,SL Benfica,1,2,3
2022,FC København,Sevilla FC,0,0,0
2022,Chelsea FC,RB Salzburg,1,1,2
2022,Rangers,SSC Napoli,0,3,3
2022,Shakhtar Donetsk,Celtic FC,1,1,2
2022,AC Milan,Dinamo Zagreb,3,1,4
2022,Olympique Marseille,Eintracht Frankfurt,0,1,1
2022,Liverpool FC,AFC Ajax,2,1,3
2022,FC Porto,Club Brugge KV,0,4,4
2022,Bayern München,FC Barcelona,2,0,2
2022,Bayer Leverkusen,Atlético Madrid,2,0,2
2022,Viktoria PlzeÅ,Inter,0,2,2
2022,Sporting CP,Tottenham Hotspur,2,0,2
2022,SSC Napoli,Liverpool FC,4,1,5
2022,Inter,Bayern München,0,2,2
2022,Club Brugge KV,Bayer Leverkusen,1,0,1
2022,FC Barcelona,Viktoria PlzeÅ,5,1,6
2022,Atlético Madrid,FC Porto,2,1,3
2022,Tottenham Hotspur,Olympique Marseille,2,0,2
2022,Eintracht Frankfurt,Sporting CP,0,3,3
2022,AFC Ajax,Rangers,4,0,4
2022,SL Benfica,Maccabi Haifa,2,0,2
2022,Sevilla FC,Manchester City,0,4,4
2022,RB Leipzig,Shakhtar Donetsk,1,4,5
2022,Paris Saint-Germain,Juventus,2,1,3
2022,RB Salzburg,AC Milan,1,1,2
2022,Celtic FC,Real Madrid,0,3,3
2022,Dinamo Zagreb,Chelsea FC,1,0,1
2022,Borussia Dortmund,FC København,3,0,3
